Actual_Drop_Off,Predicted_Drop_Off,Actual_Conversion_Efficiency,Predicted_Conversion_Efficiency
0,0,0.04,0.040026642
1,1,0.13,0.13144812
1,1,0.15,0.1490934
1,1,0.24,0.24493356
0,0,0.03,0.032541275
1,1,0.18,0.18032436
0,0,0.05,0.049884584
1,1,0.13,0.1342297
1,1,0.26,0.2579945
1,1,0.07,0.0633751
1,1,0.06,0.059982672
1,1,0.11,0.10733284
1,1,0.23,0.23207094
1,1,0.07,0.06893389
1,1,0.08,0.07643907
1,1,0.09,0.08480294
0,0,0.04,0.03926841
1,1,0.13,0.12979983
1,1,0.09,0.08655433
1,1,0.14,0.13871005
1,1,0.22,0.21803157
1,1,0.19,0.18724705
1,1,0.15,0.14616224
0,0,0,0.005858962
1,1,0.21,0.20793284
1,1,2.25,2.2612107
1,1,0.26,0.2602499
1,1,0.51,0.50848854
1,1,0.24,0.24231936
1,1,0.17,0.17139708
1,1,0.14,0.13109912
1,1,0.13,0.12625903
1,1,0.08,0.07709819
0,0,0.02,0.026174827
1,1,0.12,0.12388989
0,0,0.04,0.03864973
1,1,0.16,0.15593259
1,1,0.13,0.12656972
1,1,0.11,0.108013496
1,1,0.1,0.09850274
0,0,0.04,0.047924835
1,1,0.22,0.21757549
0,0,0.03,0.027856912
0,0,0.02,0.032331295
1,1,0.11,0.10926193
1,1,0.08,0.09749964
1,1,0.07,0.071909145
1,1,0.07,0.06962691
1,1,0.57,0.5657005
1,1,0.4,0.39754534
0,0,0.05,0.04864707
0,0,0,0.009683546
0,0,0.02,0.019802708
1,1,0.06,0.05836855
0,0,0,0.008467644
1,1,0.06,0.056234524
1,1,0.11,0.1084511
1,1,0.07,0.059203252
1,1,0.08,0.07985089
0,0,0.02,0.018222455
1,1,0.08,0.08557337
1,1,0.23,0.23072408
1,1,1.17,1.1713412
1,1,0.12,0.114751354
1,1,0.08,0.08274026
1,1,0.06,0.06501089
1,1,0.06,0.06353344
0,0,0,0.009659931
0,0,0,0.01564049
0,0,0.04,0.03600971
0,0,0.01,0.011207826
1,1,0.06,0.05938501
1,1,0.14,0.14040375
1,1,0.11,0.10117112
0,0,0.01,0.01655303
1,1,0.08,0.08139409
0,0,0.05,0.051153827
0,0,0,0.012328647
1,1,0.09,0.08649443
1,1,0.04,0.04715298
1,1,0.06,0.06183201
1,1,0.06,0.058493353
1,1,0.14,0.1471677
1,1,0.18,0.17966816
1,1,0.1,0.09832902
1,1,0.1,0.10078026
1,1,0.51,0.50851774
1,1,4.8,4.805966
1,1,0.27,0.26900694
1,1,0.17,0.17118582
0,0,0.04,0.038518608
1,1,0.13,0.12928233
1,1,0.13,0.12933023
0,0,0.01,0.01890901
1,1,0.13,0.12415953
0,0,0.04,0.04178957
1,1,0.09,0.085431784
1,1,0.19,0.18877363
0,0,0.05,0.050455045
1,1,0.08,0.084622815
1,1,0.08,0.079682976
1,1,0.1,0.10179831
1,1,0.05,0.052034438
1,1,0.33,0.32980007
1,1,0.09,0.08918095
1,1,0.12,0.11394693
1,1,0.08,0.0710804
1,1,0.9,0.8979246
1,1,0.24,0.23940729
1,1,0.12,0.119109556
1,1,0.28,0.2817334
1,1,1.32,1.3197736
1,1,0.31,0.30868322
0,0,0.02,0.020173393
0,0,0,0.001564376
1,1,0.11,0.10520184
1,1,0.2,0.19844145
1,1,0.44,0.43837547
1,1,0.18,0.17715287
1,1,0.18,0.17672345
1,1,0.17,0.1703151
1,1,0.05,0.0479791
1,1,0.07,0.067044124
1,1,0.72,0.7189657
0,0,0.05,0.04853235
1,1,0.14,0.13908991
1,1,0.45,0.44958448
1,1,0.12,0.11315204
1,1,2.14,2.1339285
0,0,0.02,0.024682622
1,1,0.12,0.1142351
1,1,0.94,0.9425952
1,1,0.11,0.10769628
1,1,0.3,0.29894513
1,1,0.09,0.0897169
1,1,0.91,0.9129412
1,1,0.95,0.9479082
1,1,0.11,0.108624086
1,1,0.06,0.05996363
1,1,0.12,0.12035015
1,1,0.1,0.10598737
1,1,0.08,0.076817974
1,1,0.09,0.087828234
1,1,0.11,0.11311291
0,0,0.04,0.034114916
1,1,0.16,0.16089205
1,1,0.13,0.12991095
1,1,0.1,0.1015342
1,1,0.24,0.23736243
1,1,0.12,0.11530739
0,0,0.02,0.020997696
1,1,0.34,0.33961278
1,1,0.13,0.12987748
1,1,0.08,0.08085863
1,1,0.13,0.12752669
1,1,0.12,0.11371039
1,1,1.6,1.6080726
1,1,0.06,0.052250758
1,1,0.1,0.095039725
1,1,0.22,0.22382386
1,1,0.45,0.44943213
0,0,0.02,0.02332654
1,1,0.13,0.12950538
1,1,0.14,0.14240785
1,1,0.53,0.5337586
1,1,0.09,0.08905275
0,0,0.02,0.021602347
1,1,0.89,0.887374
1,1,0.08,0.074858576
1,1,0.25,0.25290456
1,1,0.11,0.1095448
0,0,0,0.007511124
1,1,0.05,0.053002924
0,0,0.04,0.040760636
0,0,0.01,0.007993802
1,1,1.29,1.2897351
1,1,0.11,0.11053157
1,1,0.17,0.17006734
1,1,0.18,0.17841534
0,0,0.02,0.02095145
1,1,0.15,0.15127464
0,0,0.01,0.016259376
1,1,0.26,0.25260204
1,1,0.18,0.1779421
1,1,0.24,0.23672372
1,1,0.71,0.70924205
1,1,0.08,0.07872014
1,1,0.17,0.16657035
1,1,0.06,0.06518234
1,1,0.7,0.6989853
0,0,0.03,0.027505778
0,0,0.03,0.024187038
1,1,0.1,0.09841442
1,1,0.08,0.07845928
0,0,0.02,0.013255332
1,1,0.08,0.08755337
1,1,0.11,0.10374832
1,1,0.16,0.15962176
1,1,0.33,0.32718962
0,0,0.02,0.022925977
1,1,0.1,0.10048504
1,1,0.09,0.083780214
1,1,1.26,1.261358
1,1,0.12,0.121485576
1,1,0.26,0.2632416
1,1,0.12,0.11490555
1,1,0.19,0.18798663
0,0,0.03,0.035428368
1,1,0.1,0.09871487
1,1,0.81,0.8134775
0,0,0,0.004430734
0,0,0.03,0.032163683
0,0,0.01,0.013600554
0,0,0.04,0.040840454
1,1,0.46,0.45306873
1,1,0.04,0.03923568
1,1,0.09,0.09083097
1,1,0.1,0.09868024
1,1,0.16,0.15744658
1,1,0.09,0.087603435
0,0,0.02,0.026424725
1,1,0.42,0.4172668
1,1,0.09,0.08441274
1,1,0.11,0.113041505
1,1,0.53,0.5249201
1,1,1.26,1.2611986
0,0,0.03,0.028188702
1,1,0.09,0.08767763
1,1,0.15,0.15348734
0,0,0.02,0.022928573
1,1,0.28,0.27617192
0,0,0.05,0.050376054
0,0,0.02,0.025337486
1,1,0.26,0.25752193
0,0,0.03,0.031654898
1,1,0.78,0.78159547
1,1,0.2,0.20337802
1,1,0.08,0.08300815
1,1,0.14,0.13744411
1,1,0.19,0.1931137
0,0,0.05,0.047563806
1,1,0.09,0.09143296
0,0,0.05,0.042915765
1,1,0.91,0.9127896
1,1,0.08,0.07511221
1,1,0.18,0.17832944
1,1,0.09,0.09021203
0,0,0.02,0.025792774
1,1,0.08,0.07681234
1,1,0.07,0.07259077
0,0,0.01,0.010934774
0,0,0.03,0.038657438
1,1,0.09,0.08847988
0,0,0,0.009787846
0,0,0.03,0.03120935
1,1,0.09,0.084580064
1,1,0.2,0.1881467
0,0,0.02,0.01729655
1,1,0.15,0.14903322
1,1,0.28,0.27852023
1,1,0.1,0.10085136
1,1,0.78,0.7813742
1,1,0.41,0.41336566
1,1,0.25,0.24428862
0,0,0.04,0.03405811
1,1,0.17,0.16740796
1,1,0.12,0.12266143
1,1,0.11,0.10666476
1,1,0.25,0.24858065
0,0,0,0.003712013
1,1,0.47,0.46885836
0,0,0.03,0.031064278
1,1,0.35,0.3491298
1,1,0.13,0.12625377
1,1,0.07,0.06876296
1,1,0.09,0.09151864
1,1,0.14,0.13883233
1,1,0.15,0.15097585
1,1,0.08,0.08330494
0,0,0.05,0.050903026
0,0,0.05,0.04903637
0,0,0,0.005422436
1,1,0.06,0.049168464
1,1,0.1,0.0984655
1,1,0.15,0.15161948
0,0,0.02,0.023483317
1,1,0.15,0.1520889
1,1,0.1,0.09636067
1,1,0.07,0.06866698
0,0,0,0.001404651
1,1,0.33,0.32846266
1,1,0.23,0.23164184
1,1,0.09,0.08667801
1,1,0.59,0.59144425
1,1,0.1,0.10029122
1,1,0.17,0.1652127
1,1,0.08,0.0784414
1,1,0.13,0.13120769
1,1,0.17,0.17455475
1,1,0.19,0.19552754
1,1,0.13,0.12649097
0,0,0.03,0.031153355
1,1,0.3,0.3042273
1,1,0.07,0.066127405
1,1,0.07,0.0668008
1,1,0.14,0.14405097
0,0,0.03,0.029122211
1,1,1.86,1.8583905
1,1,0.15,0.14528711
1,1,0.34,0.3349471
1,1,0.14,0.13917382
1,1,0.38,0.3810467
1,1,2.85,2.8601477
1,1,0.04,0.043563426
1,1,0.04,0.046468735
1,1,0.34,0.34182203
1,1,0.2,0.1973563
0,0,0.02,0.020746956
1,1,0.19,0.18935391
0,0,0.02,0.016799433
1,1,0.06,0.063635744
1,1,0.09,0.090795636
1,1,0.15,0.15107761
0,0,0.04,0.039013628
1,1,0.06,0.06226538
1,1,1.29,1.2906328
0,0,0.04,0.03903514
1,1,2,2.004197
1,1,0.1,0.09638183
1,1,0.15,0.14603166
0,0,0.01,0.009423077
1,1,0.21,0.21177094
1,1,0.19,0.18482286
0,0,0.03,0.02981193
0,0,0.04,0.03860099
1,1,0.38,0.37964922
1,1,0.14,0.13501598
1,1,0.1,0.09969357
1,1,0.11,0.11032022
0,0,0.01,0.01721558
1,1,0.11,0.10846375
1,1,0.17,0.16619258
1,1,1.65,1.6512412
1,1,0.32,0.31716084
1,1,0.1,0.09757234
1,1,0.06,0.060694993
1,1,0.54,0.5390333
1,1,0.07,0.07189416
1,1,0.12,0.12029503
1,1,0.83,0.83252215
1,1,0.41,0.41039765
1,1,0.09,0.08746682
1,1,0.55,0.5483722
1,1,0.95,0.94819087
0,0,0.04,0.03703606
1,1,1.56,1.5574361
1,1,0.61,0.61219174
0,0,0.01,0.014877938
1,1,0.26,0.25666583
1,1,0.19,0.18976928
1,1,1.09,1.0925552
1,1,0.35,0.34837842
0,0,0.05,0.049897637
1,1,0.16,0.15437482
0,0,0.04,0.04040403
1,1,0.26,0.2569797
0,0,0.02,0.022249565
1,1,0.18,0.17982857
1,1,0.12,0.1169526
1,1,0.21,0.2057113
0,0,0.01,0.019597832
1,1,0.35,0.3469054
1,1,0.18,0.17534573
1,1,0.18,0.17870222
0,0,0.02,0.026253596
1,1,0.15,0.1503476
1,1,0.2,0.19947839
1,1,0.14,0.1432361
1,1,0.06,0.054356664
1,1,0.09,0.083783045
1,1,0.06,0.063564174
1,1,0.08,0.07649894
1,1,0.19,0.18421929
0,0,0.05,0.050213654
0,0,0,0.003009819
1,1,0.05,0.05535288
0,0,0.03,0.026610352
1,1,0.09,0.08849713
1,1,0.26,0.25638735
1,1,0.06,0.05215471
1,1,0.18,0.17687821
1,1,0.11,0.11272712
0,0,0,0.014682412
1,1,0.14,0.13833673
1,1,0.07,0.070953995
1,1,0.09,0.0904568
1,1,0.4,0.39846766
1,1,0.08,0.0777825
1,1,0.06,0.058364555
0,0,0,0.00391072
1,1,0.14,0.13717358
0,0,0.03,0.028061468
1,1,0.12,0.1216408
1,1,0.06,0.061702896
1,1,0.16,0.16550879
0,0,0.04,0.03770592
1,1,0.06,0.0681659
1,1,0.27,0.2706852
1,1,0.1,0.098165035
1,1,0.44,0.44155294
1,1,0.1,0.09653835
1,1,0.12,0.12163411
0,0,0,0.02170201
1,1,0.27,0.26911655
1,1,0.12,0.116366655
1,1,0.06,0.06204348
1,1,0.09,0.083948895
1,1,0.11,0.106243566
0,0,0.02,0.019269519
1,1,0.14,0.1400724
1,1,0.2,0.20253234
0,0,0.05,0.047199063
1,1,0.18,0.17565694
0,0,0.02,0.021387724
0,0,0.02,0.021804236
1,1,0.07,0.06925796
1,1,0.23,0.23226334
1,1,0.11,0.11037804
0,0,0.04,0.035040278
0,0,0.03,0.034095764
1,1,0.08,0.06953947
1,1,0.06,0.056124292
1,1,0.09,0.08811121
1,1,0.49,0.48707032
1,1,0.11,0.11282684
1,1,0.08,0.07813363
1,1,0.08,0.07834768
1,1,0.07,0.06750554
1,1,0.29,0.2880389
1,1,0.05,0.045800164
1,1,0.87,0.871703
1,1,0.12,0.11552219
1,1,0.29,0.29031146
1,1,0.07,0.06564717
0,0,0,0.011501223
1,1,0.08,0.072308496
1,1,0.08,0.07796621
1,1,0.25,0.24570572
1,1,0.11,0.11038415
1,1,0.07,0.07070647
0,0,0.04,0.041259058
1,1,0.22,0.2210467
0,0,0.03,0.03607154
1,1,0.07,0.06755905
1,1,0.06,0.058318242
1,1,0.07,0.07264653
1,1,0.24,0.23907976
1,1,0.05,0.047216326
1,1,0.16,0.16485924
1,1,0.19,0.18735601
1,1,0.09,0.09133761
1,1,2.11,2.1034687
1,1,0.08,0.075487904
0,0,0.04,0.035219394
1,1,0.14,0.14075075
1,1,0.47,0.46512312
1,1,0.11,0.107718185
1,1,2.1,2.1038816
1,1,0.07,0.06719123
1,1,0.09,0.08245207
1,1,0.48,0.47274178
1,1,0.21,0.21146442
1,1,0.06,0.05184631
1,1,0.23,0.22792168
0,0,0.01,0.01574473
1,1,0.23,0.22736545
1,1,0.16,0.1579908
0,0,0.02,0.016050093
1,1,0.1,0.09611094
1,1,0.1,0.09466188
1,1,0.22,0.21972121
1,1,0.23,0.2304054
1,1,0.67,0.6640509
1,1,0.26,0.2626046
1,1,0.38,0.37517017
1,1,0.14,0.13227718
1,1,0.06,0.0567002
1,1,0.22,0.22042225
1,1,0.69,0.68914706
1,1,0.68,0.6823011
1,1,0.07,0.068321824
1,1,0.25,0.24806516
1,1,0.06,0.056978345
0,0,0.03,0.03153973
1,1,0.27,0.2687931
1,1,0.51,0.5127316
1,1,0.1,0.10177128
1,1,1,1.0005655
1,1,0.1,0.09869535
1,1,0.16,0.15666384
1,1,1.1,1.1021725
1,1,0.21,0.21115124
1,1,0.12,0.120192975
1,1,0.06,0.05960653
1,1,0.11,0.11203624
0,0,0.02,0.022539705
1,1,0.11,0.11115317
1,1,0.19,0.1875237
1,1,0.33,0.32554424
1,1,0.04,0.046378806
1,1,0.05,0.048466086
1,1,0.1,0.098653495
1,1,0.08,0.0788952
0,0,0.02,0.020588461
1,1,0.98,0.9780476
1,1,0.31,0.30987114
1,1,0.09,0.09061076
1,1,0.17,0.16773187
0,0,0.02,0.021838188
1,1,0.11,0.1067611
0,0,0,0.006564044
1,1,0.3,0.2967298
0,0,0.01,0.008896738
1,1,0.09,0.10799757
1,1,0.11,0.11996387
0,0,0.05,0.04637919
1,1,0.07,0.0676429
1,1,0.49,0.49503964
1,1,0.11,0.11487724
1,1,1.9,1.9010931
1,1,0.29,0.29117978
1,1,0.11,0.10809781
0,0,0.04,0.048573658
1,1,0.28,0.27890348
1,1,0.1,0.09229864
1,1,0.07,0.06427513
1,1,0.15,0.14631282
1,1,0.73,0.7281002
1,1,0.05,0.048660085
0,0,0.04,0.035994116
0,0,0.04,0.03745435
0,0,0.04,0.04041159
1,1,0.13,0.13145226
1,1,0.33,0.33358115
1,1,0.11,0.107878596
1,1,0.19,0.19265862
1,1,0.1,0.09971972
1,1,0.15,0.14138734
1,1,0.05,0.052911997
1,1,0.16,0.1547873
1,1,0.31,0.31085497
0,0,0.05,0.044421006
1,1,0.07,0.06753467
1,1,0.13,0.12216511
1,1,0.07,0.070220426
1,1,0.37,0.37164068
1,1,0.36,0.3640129
1,1,0.17,0.16777673
1,1,0.16,0.16235878
1,1,0.03,0.026836544
1,1,0.08,0.07849829
0,0,0.04,0.04003769
1,1,0.22,0.22259486
1,1,0.08,0.08199685
0,0,0.05,0.0490633
1,1,0.09,0.08639404
1,1,0.08,0.07701224
1,1,0.11,0.104797915
1,1,0.08,0.080670714
0,0,0.04,0.042168126
1,1,0.13,0.12697259
1,1,0.45,0.4532758
0,0,0,0.011357378
1,1,0.13,0.12971897
1,1,0.41,0.40685856
0,0,0.01,0.016152363
1,1,0.16,0.16404682
1,1,0.08,0.081166655
1,1,0.2,0.19873281
1,1,0.7,0.70175487
1,1,0.37,0.37211257
1,1,0.23,0.22801389
1,1,0.18,0.1799524
1,1,2.37,2.3762345
1,1,1.05,1.0509781
1,1,0.16,0.1618158
0,0,0.03,0.02899059
0,0,0.03,0.031443737
0,0,0,0.010001853
1,1,0.1,0.10262835
1,1,0.07,0.067544594
1,1,0.1,0.097856686
1,1,0.3,0.2990762
1,1,0.28,0.27945217
0,0,0.03,0.03768164
1,1,0.07,0.070743084
0,0,0.03,0.029511724
1,1,0.27,0.2711153
1,1,0.08,0.07800703
1,1,0.05,0.045082714
0,0,0.04,0.03626924
1,1,0.07,0.07166988
0,0,0.04,0.038078412
0,0,0.02,0.02538624
1,1,0.32,0.3166055
0,0,0.04,0.038904816
1,1,0.33,0.32760382
0,0,0.02,0.017534299
0,0,0.05,0.051380254
1,1,0.12,0.11536068
1,1,0.15,0.14418244
0,0,0.05,0.04927807
0,0,0.01,0.013535574
0,0,0.02,0.020038895
1,1,0.37,0.36593974
1,1,0.07,0.0688442
1,1,0.11,0.10593437
1,1,0.32,0.31376934
0,0,0.04,0.045259673
1,1,0.1,0.09001948
0,0,0.02,0.02171153
1,1,0.22,0.22061636
1,1,0.12,0.11710249
1,1,0.11,0.1084014
1,1,0.06,0.05829855
1,1,0.08,0.080860004
1,1,0.24,0.23950157
1,1,0.13,0.13216881
0,0,0.01,0.011434007
1,1,0.08,0.07374242
1,1,0.12,0.12094043
1,1,0.31,0.30758226
1,1,1.2,1.1978792
0,0,0.05,0.048044678
1,1,0.51,0.50854725
1,1,0.05,0.053205922
0,0,0.01,0.014140263
0,0,0.05,0.05217059
1,1,0.15,0.14774908
0,0,0.01,0.015916903
1,1,0.16,0.15726936
0,0,0,0.017637808
1,1,0.14,0.14029537
1,1,0.19,0.1868471
1,1,1.22,1.2214571
1,1,0.11,0.10924342
0,0,0,0.009168349
0,0,0.03,0.030407991
1,1,0.07,0.07213542
0,0,0.01,0.019347642
1,1,0.11,0.11036126
1,1,0.08,0.075898975
1,1,0.14,0.14076662
1,1,0.07,0.067408726
1,1,0.11,0.109310016
1,1,0.18,0.17700137
1,1,0.34,0.34178025
0,0,0.01,0.013517566
1,1,0.09,0.08702715
0,0,0,0.01912399
1,1,0.12,0.11420992
1,1,1.58,1.5839124
1,1,2.31,2.315829
1,1,0.22,0.22251438
1,1,0.26,0.2590709
1,1,0.5,0.49836928
1,1,0.24,0.23616931
0,0,0.05,0.046275873
1,1,0.17,0.16555244
1,1,0.08,0.080333345
1,1,0.25,0.25428754
1,1,0.13,0.13063811
1,1,0.06,0.061660647
1,1,0.07,0.06578084
0,0,0.02,0.015843034
1,1,0.23,0.22666271
0,0,0.02,0.018794727
1,1,0.1,0.09498237
0,0,0.02,0.019483827
1,1,0.09,0.09109828
1,1,0.3,0.29753846
1,1,0.19,0.18819107
1,1,0.35,0.34795266
1,1,1.2,1.2042333
1,1,0.1,0.09878664
1,1,0.1,0.10264565
1,1,0.74,0.73642135
1,1,0.1,0.09872787
1,1,0.35,0.35393572
1,1,0.05,0.04011552
1,1,0.84,0.83964074
1,1,0.18,0.18667625
0,0,0,0.005539626
1,1,0.08,0.08180533
1,1,0.06,0.061300203
1,1,0.51,0.5096328
1,1,0.29,0.28790653
1,1,0.07,0.07425338
1,1,0.46,0.45850962
1,1,0.56,0.5571422
1,1,0.41,0.40990752
1,1,0.09,0.08578594
1,1,0.08,0.08353235
1,1,0.26,0.2565025
1,1,0.34,0.33703893
0,0,0.01,0.00997005
1,1,0.37,0.36683536
0,0,0,0.005402245
1,1,0.08,0.075778455
1,1,0.29,0.2899258
1,1,0.14,0.14253816
1,1,0.22,0.21887998
1,1,0.07,0.06483338
1,1,0.19,0.19074725
1,1,0.11,0.10875714
1,1,0.28,0.2790861
0,0,0.03,0.02506261
1,1,0.09,0.089368254
0,0,0.03,0.02811658
0,0,0.04,0.038401324
1,1,3.45,3.4603796
1,1,0.54,0.53438073
1,1,0.18,0.17902942
1,1,1.18,1.1827165
0,0,0.05,0.051676888
1,1,0.07,0.06787439
0,0,0,0.006346956
1,1,0.1,0.09099482
1,1,0.07,0.067699894
1,1,2.67,2.677831
1,1,0.04,0.039327353
1,1,0.62,0.62122685
1,1,0.06,0.058000743
1,1,0.08,0.08418585
1,1,0.22,0.22201128
1,1,0.15,0.14730315
0,0,0.01,0.016625192
0,0,0.04,0.037712507
1,1,2.08,2.085632
1,1,0.05,0.049186863
1,1,0.15,0.1524576
0,0,0.01,0.011725314
0,0,0,0.002701379
1,1,0.08,0.081929296
1,1,0.13,0.12885949
0,0,0,0.00815006
1,1,0.17,0.1685416
1,1,0.11,0.10347931
1,1,0.19,0.18983623
0,0,0.04,0.04277745
1,1,0.04,0.03900835
1,1,0.19,0.18694587
0,0,0.04,0.047686964
1,1,0.09,0.08520369
0,0,0.03,0.033764374
1,1,0.28,0.2805233
1,1,0.19,0.19495012
1,1,0.27,0.26784122
0,0,0,0.014855087
1,1,0.1,0.0963162
1,1,0.21,0.20931377
1,1,0.1,0.09671962
1,1,0.09,0.09061304
1,1,0.35,0.35317641
1,1,0.24,0.2376223
0,0,0,-0.000133097
1,1,0.14,0.142626
1,1,0.11,0.104422346
0,0,0,0.005783163
1,1,0.21,0.2109823
1,1,3,3.009083
1,1,0.09,0.0881881
1,1,0.21,0.21403001
0,0,0,0.006311849
1,1,0.11,0.108286574
0,0,0.03,0.033936836
1,1,0.17,0.1666203
1,1,0.16,0.16159526
0,0,0.01,0.016293235
0,0,0.01,0.015014745
1,1,0.07,0.06898499
0,0,0.05,0.047664974
0,0,0.02,0.021796662
1,1,0.06,0.057589106
1,1,0.13,0.12191868
0,0,0.03,0.026537271
0,0,0.02,0.017973498
1,1,0.09,0.085113615
1,1,0.1,0.10073219
1,1,0.65,0.6523322
1,1,0.14,0.14021635
0,0,0.04,0.034538735
1,1,0.15,0.14775161
1,1,0.24,0.23697193
1,1,0.28,0.2813009
1,1,0.63,0.63365024
1,1,0.19,0.1878757
1,1,0.07,0.06799154
0,0,0,0.005546033
1,1,0.06,0.05911982
0,0,0.03,0.029100068
1,1,0.35,0.3507105
1,1,0.25,0.25316107
1,1,0.25,0.2519254
1,1,0.13,0.123249926
1,1,0.22,0.21992442
0,0,0.03,0.028947385
1,1,0.16,0.15787478
1,1,0.29,0.2893963
1,1,0.08,0.07640956
0,0,0.02,0.024376286
1,1,0.06,0.059519082
0,0,0,0.00843988
1,1,0.05,0.052734613
1,1,0.12,0.12001954
1,1,0.33,0.32997286
1,1,0.14,0.13635704
1,1,0.13,0.1305408
1,1,0.12,0.12173878
1,1,0.1,0.09102836
0,0,0.01,0.013872556
0,0,0.02,0.020583961
1,1,0.06,0.060823336
1,1,3,3.0103343
1,1,0.07,0.06905855
1,1,0.38,0.37803143
1,1,0.23,0.23034316
0,0,0.01,0.01384376
1,1,0.14,0.1389293
1,1,0.83,0.8324715
1,1,0.1,0.10255957
1,1,0.11,0.108600184
1,1,0.11,0.11198072
0,0,0,0.006606203
0,0,0.01,0.02081434
0,0,0,0.003777564
1,1,0.32,0.3113585
1,1,0.07,0.067676015
1,1,0.09,0.08467032
1,1,0.69,0.6924769
0,0,0.04,0.037886716
1,1,0.33,0.325938
1,1,0.09,0.09015976
1,1,0.1,0.10164881
0,0,0.02,0.018347796
0,0,0.02,0.025557954
1,1,0.05,0.053798042
0,0,0.01,0.012158304
0,0,0.05,0.043210763
1,1,0.15,0.14630443
1,1,0.18,0.17619325
1,1,0.07,0.06996928
1,1,0.07,0.06651501
0,0,0,0.00555402
1,1,0.13,0.13423821
1,1,0.73,0.72891384
1,1,0.09,0.092830166
1,1,0.17,0.17217647
0,0,0.02,0.02526445
1,1,0.06,0.0609238
1,1,0.26,0.2596076
1,1,0.26,0.26287484
1,1,0.06,0.060776956
1,1,2.69,2.6976607
0,0,0.04,0.035096977
1,1,0.12,0.12290716
0,0,0.04,0.036403622
1,1,0.33,0.32564324
0,0,0.02,0.019228343
0,0,0.02,0.021319266
1,1,1.5,1.5068885
1,1,0.45,0.44464839
1,1,0.17,0.17222516
0,0,0.05,0.04821023
1,1,0.17,0.16182366
0,0,0,0.002917584
1,1,0.32,0.31884474
1,1,0.1,0.09801541
0,0,0.03,0.029199267
1,1,0.12,0.118138164
1,1,0.15,0.15391052
0,0,0.05,0.049105585
1,1,0.08,0.07597074
1,1,0.09,0.09093051
1,1,0.07,0.06410791
0,0,0.01,0.012774337
1,1,0.2,0.19992714
0,0,0.03,0.025330491
1,1,0.08,0.077482715
0,0,0.03,0.03048779
1,1,0.12,0.12352812
1,1,0.3,0.3040521
1,1,0.15,0.14573129
1,1,2,2.004747
1,1,2.4,2.4062595
1,1,0.13,0.12804586
0,0,0,0.005497877
1,1,0.13,0.12929508
1,1,0.13,0.13007806
0,0,0.02,0.02205566
0,0,0.04,0.04029487
1,1,0.13,0.13865642
1,1,0.18,0.18432085
1,1,0.57,0.5701365
1,1,0.21,0.20938845
1,1,0.14,0.13490196
0,0,0.03,0.04222793
1,1,0.07,0.06943554
1,1,0.22,0.21698497
1,1,0.1,0.1016151
1,1,0.12,0.12054144
1,1,0.24,0.23834504
1,1,0.48,0.48358512
1,1,0.62,0.6139923
0,0,0.01,0.020623662
0,0,0.01,0.015973479
1,1,0.24,0.24223937
0,0,0.04,0.0379483
1,1,0.07,0.0685049
0,0,0.05,0.04664046
1,1,1.92,1.9270004
1,1,0.2,0.19840445
1,1,0.08,0.07691024
1,1,0.25,0.24955438
0,0,0,0.004739471
1,1,0.18,0.17976813
0,0,0.02,0.022618663
1,1,0.09,0.0851665
1,1,0.5,0.48948002
1,1,0.18,0.18957625
1,1,0.16,0.1585996
1,1,0.22,0.22932868
0,0,0.02,0.022703573
0,0,0.02,0.01921878
1,1,0.07,0.0695111
0,0,0.04,0.042093687
1,1,0.07,0.07070348
1,1,0.15,0.15143599
0,0,0.02,0.027615236
1,1,0.03,0.02762103
1,1,0.11,0.11123532
1,1,0.1,0.10372023
1,1,0.14,0.1406685
1,1,0.18,0.17507844
0,0,0.05,0.0490012
1,1,0.15,0.14465955
1,1,0.14,0.13881512
1,1,0.12,0.11733109
1,1,0.35,0.34698164
0,0,0.04,0.041475363
1,1,0.08,0.07651849
1,1,0.66,0.6575903
0,0,0.01,0.021382567
1,1,0.05,0.053446375
1,1,0.3,0.30016297
1,1,0.15,0.15389787
1,1,1.5,1.5037026
0,0,0.02,0.022695288
1,1,0.11,0.11350709
1,1,0.09,0.08958
1,1,0.35,0.3513183
1,1,0.06,0.056282014
1,1,1.16,1.1574769
1,1,0.09,0.087555274
0,0,0.01,0.008285228
1,1,0.09,0.0917857
1,1,0.07,0.0660318
1,1,0.05,0.0473513
1,1,0.27,0.27428836
1,1,0.36,0.3566296
1,1,0.05,0.047608003
1,1,0.19,0.19440675
1,1,0.12,0.12227641
1,1,0.42,0.42207456
1,1,0.19,0.19060309
1,1,0.55,0.5534954
1,1,0.09,0.09223038
0,0,0.02,0.023764897
1,1,0.11,0.108135745
1,1,0.14,0.13980304
1,1,0.09,0.09078263
0,0,0,0.006053224
1,1,0.13,0.123934284
1,1,0.6,0.59928316
0,0,0.01,0.009731494
1,1,0.1,0.09760605
0,0,0.01,0.015293852
1,1,0.29,0.2889821
0,0,0.03,0.030975789
1,1,0.18,0.17903933
1,1,0.15,0.1511802
0,0,0.03,0.035141274
1,1,0.2,0.1956906
1,1,0.1,0.092143044
1,1,0.35,0.34793103
1,1,0.1,0.10038136
1,1,0.06,0.05047723
1,1,0.1,0.09460153
1,1,0.1,0.09743042
1,1,0.1,0.09863886
1,1,0.1,0.1042109
1,1,0.12,0.1185783
0,0,0.05,0.052080378
